Model,DPO2012
Firmware Version,1.39

Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,4,,,
Sample Interval,0.00768049,,,
Filter Frequency,14,,,
Record Length,5200,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,1,,1,
Vertical Units,V,,V,
Vertical Offset,0,,0,
Vertical Scale,0.2,,5,
Label,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect
-2.5346e-01,-0.528,-0.52,-21.8,-22.6
-2.4578e-01,-0.528,-0.544,-19.4,-23
-2.3810e-01,-0.528,-0.512,-16,-12.2
-2.3041e-01,-0.528,-0.608,-13.4,-23
-2.2273e-01,-0.52,-0.512,-12.4,-12.2
-2.1505e-01,-0.52,-0.536,-12.4,-12.6
-2.0737e-01,-0.52,-0.504,-12.4,-12.2
-1.9969e-01,-0.512,-0.536,-12.4,-12.6
-1.9201e-01,-0.512,-0.496,-12.4,-12.2
-1.8433e-01,-0.504,-0.528,-12.4,-12.8
-1.7665e-01,-0.504,-0.488,-12.4,-12.2
-1.6897e-01,-0.504,-0.52,-12.4,-12.8
-1.6129e-01,-0.496,-0.48,-12.6,-12.4
-1.5361e-01,-0.496,-0.512,-12.6,-12.8
-1.4593e-01,-0.496,-0.48,-12.6,-12.4
-1.3825e-01,-0.488,-0.512,-12.6,-12.8
-1.3057e-01,-0.488,-0.472,-12.6,-12.4
-1.2289e-01,-0.48,-0.504,-12.6,-12.8
-1.1521e-01,-0.48,-0.464,-12.6,-12.4
-1.0753e-01,-0.48,-0.496,-12.6,-12.8
-9.9846e-02,-0.48,-0.456,-12.6,-12.4
-9.2166e-02,-0.472,-0.488,-12.6,-12.8
-8.4485e-02,-0.472,-0.456,-12.6,-12.4
-7.6805e-02,-0.472,-0.488,-12.6,-12.8
-6.9124e-02,-0.464,-0.448,-12.6,-12.4
-6.1444e-02,-0.464,-0.48,-12.6,-12.8
-5.3763e-02,-0.464,-0.448,-12.6,-12.4
-4.6083e-02,-0.456,-0.472,-12.6,-12.8
-3.8402e-02,-0.456,-0.44,-12.6,-12.4
-3.0722e-02,-0.456,-0.472,-12.6,-12.8
-2.3041e-02,-0.448,-0.44,-12.6,-12.4
-1.5361e-02,-0.448,-0.464,-12.6,-12.8
-7.6805e-03,-0.448,-0.432,-12.6,-12.4
-1.7007e-13,-0.448,-0.464,-12.6,-12.8
7.6805e-03,-0.44,-0.424,-12.6,-12.4
1.5361e-02,-0.44,-0.456,-12.6,-12.8
2.3041e-02,-0.44,-0.424,-12.6,-12.4
3.0722e-02,-0.432,-0.456,-12.6,-12.8
3.8402e-02,-0.432,-0.416,-12.6,-12.4
4.6083e-02,-0.432,-0.448,-12.6,-12.8
5.3763e-02,-0.432,-0.416,-12.6,-12.4
6.1444e-02,-0.424,-0.448,-12.6,-12.8
6.9124e-02,-0.424,-0.408,-12.6,-12.4
7.6805e-02,-0.424,-0.44,-12.6,-12.8
8.4485e-02,-0.424,-0.408,-12.6,-12.4
9.2166e-02,-0.416,-0.44,-12.6,-12.8
9.9846e-02,-0.416,-0.4,-12.6,-12.4
1.0753e-01,-0.416,-0.432,-12.6,-12.8
1.1521e-01,-0.416,-0.4,-12.6,-12.4
1.2289e-01,-0.416,-0.432,-12.6,-12.8
1.3057e-01,-0.408,-0.4,-12.6,-12.4
1.3825e-01,-0.408,-0.424,-12.6,-13
1.4593e-01,-0.408,-0.392,-12.6,-12.4
1.5361e-01,-0.408,-0.424,-12.6,-13
1.6129e-01,-0.4,-0.392,-12.6,-12.4
1.6897e-01,-0.4,-0.416,-12.6,-13
1.7665e-01,-0.4,-0.384,-12.6,-12.4
1.8433e-01,-0.4,-0.416,-12.6,-13
1.9201e-01,-0.4,-0.384,-12.6,-12.4
1.9969e-01,-0.392,-0.408,-12.6,-13
2.0737e-01,-0.392,-0.384,-12.8,-12.6
2.1505e-01,-0.392,-0.408,-12.8,-13
2.2273e-01,-0.392,-0.376,-12.8,-12.6
2.3041e-01,-0.392,-0.408,-12.8,-13
2.3810e-01,-0.392,-0.376,-12.8,-12.6
2.4578e-01,-0.384,-0.4,-12.8,-13
2.5346e-01,-0.384,-0.368,-12.8,-12.6
2.6114e-01,-0.384,-0.4,-12.8,-13
2.6882e-01,-0.384,-0.368,-12.8,-12.6
2.7650e-01,-0.376,-0.4,-12.8,-13
2.8418e-01,-0.376,-0.368,-12.8,-12.6
2.9186e-01,-0.376,-0.392,-12.8,-13
2.9954e-01,-0.376,-0.36,-12.8,-12.6
3.0722e-01,-0.376,-0.392,-12.8,-13
3.1490e-01,-0.376,-0.36,-12.8,-12.6
3.2258e-01,-0.376,-0.384,-12.8,-13
3.3026e-01,-0.368,-0.36,-12.8,-12.6
3.3794e-01,-0.368,-0.384,-12.8,-13
3.4562e-01,-0.368,-0.352,-12.8,-12.6
3.5330e-01,-0.368,-0.384,-12.8,-13
3.6098e-01,-0.368,-0.352,-12.8,-12.6
3.6866e-01,-0.368,-0.384,-12.8,-13
3.7634e-01,-0.36,-0.344,-12.8,-12.6
3.8402e-01,-0.36,-0.376,-12.8,-13
3.9171e-01,-0.36,-0.344,-12.8,-12.6
3.9939e-01,-0.36,-0.376,-12.8,-13
4.0707e-01,-0.36,-0.344,-12.8,-12.6
4.1475e-01,-0.36,-0.376,-12.8,-13
4.2243e-01,-0.36,-0.344,-12.8,-12.6
4.3011e-01,-0.36,-0.376,-12.8,-13
4.3779e-01,-0.36,-0.336,-12.8,-12.6
4.4547e-01,-0.352,-0.368,-12.8,-13
4.5315e-01,-0.352,-0.336,-12.8,-12.6
4.6083e-01,-0.352,-0.368,-12.8,-13
4.6851e-01,-0.352,-0.336,-12.8,-12.6
4.7619e-01,-0.352,-0.368,-12.8,-13.2
4.8387e-01,-0.352,-0.336,-12.8,-12.6
4.9155e-01,-0.344,-0.368,-12.8,-13.2
4.9923e-01,-0.344,-0.328,-12.8,-12.6
5.0691e-01,-0.344,-0.36,-12.8,-13.2
5.1459e-01,-0.344,-0.328,-12.8,-12.6
5.2227e-01,-0.344,-0.36,-12.8,-13.2
5.2995e-01,-0.344,-0.328,-12.8,-12.6
5.3763e-01,-0.344,-0.36,-12.8,-13.2
5.4531e-01,-0.344,-0.328,-12.8,-12.6
5.5300e-01,-0.344,-0.36,-12.8,-13.2
5.6068e-01,-0.336,-0.32,-13,-12.6
5.6836e-01,-0.336,-0.36,-13,-13.2
5.7604e-01,-0.336,-0.32,-13,-12.6
5.8372e-01,-0.336,-0.352,-13,-13.2
5.9140e-01,-0.336,-0.32,-13,-12.6
5.9908e-01,-0.336,-0.352,-13,-13.2
6.0676e-01,-0.336,-0.32,-13,-12.6
6.1444e-01,-0.336,-0.352,-13,-13.2
6.2212e-01,-0.336,-0.32,-13,-12.6
6.2980e-01,-0.328,-0.352,-13,-13.2
6.3748e-01,-0.328,-0.312,-13,-12.8
6.4516e-01,-0.328,-0.352,-13,-13.2
6.5284e-01,-0.328,-0.312,-13,-12.8
6.6052e-01,-0.328,-0.344,-13,-13.2
6.6820e-01,-0.328,-0.312,-13,-12.8
6.7588e-01,-0.328,-0.344,-13,-13.2
6.8356e-01,-0.328,-0.312,-13,-12.8
6.9124e-01,-0.328,-0.344,-13,-13.2
6.9892e-01,-0.328,-0.312,-13,-12.8
7.0661e-01,-0.328,-0.336,-13,-13.2
7.1429e-01,-0.328,-0.312,-13,-12.8
7.2197e-01,-0.32,-0.344,-13,-13.2
7.2965e-01,-0.32,-0.304,-13,-12.8
7.3733e-01,-0.32,-0.336,-13,-13.2
7.4501e-01,-0.32,-0.304,-13,-12.8
7.5269e-01,-0.32,-0.344,-13,-13.2
7.6037e-01,-0.32,-0.304,-13,-12.8
7.6805e-01,-0.32,-0.336,-13,-13.2
7.7573e-01,-0.32,-0.304,-13,-12.8
7.8341e-01,-0.32,-0.336,-13,-13.2
7.9109e-01,-0.32,-0.304,-13,-12.8
7.9877e-01,-0.32,-0.336,-13,-13.2
8.0645e-01,-0.32,-0.304,-13,-12.8
8.1413e-01,-0.32,-0.328,-13,-13.2
8.2181e-01,-0.312,-0.304,-13,-12.8
8.2949e-01,-0.312,-0.336,-13,-13.2
8.3717e-01,-0.312,-0.304,-13,-12.8
8.4485e-01,-0.312,-0.336,-13,-13.4
8.5253e-01,-0.312,-0.304,-13,-12.8
8.6022e-01,-0.312,-0.328,-13,-13.4
8.6790e-01,-0.312,-0.296,-13,-12.8
8.7558e-01,-0.312,-0.328,-13,-13.4
8.8326e-01,-0.312,-0.296,-13,-12.8
8.9094e-01,-0.312,-0.328,-13,-13.4
8.9862e-01,-0.312,-0.296,-13,-12.8
9.0630e-01,-0.312,-0.328,-13,-13.4
9.1398e-01,-0.312,-0.296,-13,-12.8
9.2166e-01,-0.312,-0.328,-13.2,-13.4
9.2934e-01,-0.312,-0.296,-13.2,-12.8
9.3702e-01,-0.304,-0.32,-13.2,-13.4
9.4470e-01,-0.304,-0.296,-13.2,-12.8
9.5238e-01,-0.304,-0.328,-13.2,-13.4
9.6006e-01,-0.304,-0.296,-13.2,-13
9.6774e-01,-0.304,-0.32,-13.2,-13.4
9.7542e-01,-0.304,-0.288,-13.2,-13
9.8310e-01,-0.304,-0.32,-13.2,-13.4
9.9078e-01,-0.304,-0.296,-13.2,-12.8
9.9846e-01,-0.304,-0.32,-13.2,-13.4
1.0061e+00,-0.304,-0.288,-13.2,-13
1.0138e+00,-0.304,-0.32,-13.2,-13.4
1.0215e+00,-0.304,-0.288,-13.2,-13
1.0292e+00,-0.304,-0.32,-13.2,-13.4
1.0369e+00,-0.304,-0.288,-13.2,-13
1.0445e+00,-0.304,-0.32,-13.2,-13.4
1.0522e+00,-0.304,-0.288,-13.2,-13
1.0599e+00,-0.304,-0.32,-13.2,-13.4
1.0676e+00,-0.304,-0.288,-13.2,-13
1.0753e+00,-0.304,-0.32,-13.2,-13.4
1.0829e+00,-0.304,-0.288,-13.2,-13
1.0906e+00,-0.304,-0.32,-13.2,-13.4
1.0983e+00,-0.304,-0.288,-13.2,-13
1.1060e+00,-0.304,-0.312,-13.2,-13.4
1.1137e+00,-0.296,-0.288,-13.2,-13
1.1214e+00,-0.296,-0.312,-13.2,-13.4
1.1290e+00,-0.296,-0.288,-13.2,-13
1.1367e+00,-0.296,-0.312,-13.2,-13.4
1.1444e+00,-0.296,-0.28,-13.2,-13
1.1521e+00,-0.296,-0.312,-13.2,-13.4
1.1598e+00,-0.296,-0.28,-13.2,-13
1.1674e+00,-0.296,-0.312,-13.2,-13.4
1.1751e+00,-0.296,-0.28,-13.2,-13
1.1828e+00,-0.296,-0.312,-13.2,-13.4
1.1905e+00,-0.296,-0.288,-13.2,-13
1.1982e+00,-0.296,-0.312,-13.2,-13.4
1.2058e+00,-0.296,-0.28,-13.2,-13
1.2135e+00,-0.296,-0.312,-13.2,-13.4
1.2212e+00,-0.296,-0.288,-13.2,-13
1.2289e+00,-0.296,-0.312,-13.2,-13.4
1.2366e+00,-0.296,-0.28,-13.2,-13
1.2442e+00,-0.296,-0.312,-13.2,-13.6
1.2519e+00,-0.296,-0.28,-13.2,-13
1.2596e+00,-0.296,-0.312,-13.2,-13.6
1.2673e+00,-0.296,-0.28,-13.2,-13
1.2750e+00,-0.296,-0.312,-13.2,-13.6
1.2826e+00,-0.296,-0.28,-13.2,-13
1.2903e+00,-0.296,-0.312,-13.2,-13.6
1.2980e+00,-0.296,-0.28,-13.2,-13
1.3057e+00,-0.296,-0.304,-13.2,-13.6
1.3134e+00,-0.296,-0.28,-13.2,-13
1.3210e+00,-0.296,-0.304,-13.2,-13.6
1.3287e+00,-0.296,-0.28,-13.2,-13
1.3364e+00,-0.296,-0.304,-13.4,-13.6
1.3441e+00,-0.288,-0.28,-13.4,-13
1.3518e+00,-0.288,-0.304,-13.4,-13.6
1.3594e+00,-0.288,-0.28,-13.4,-13
1.3671e+00,-0.288,-0.304,-13.4,-13.6
1.3748e+00,-0.288,-0.28,-13.4,-13
1.3825e+00,-0.288,-0.304,-13.4,-13.6
1.3902e+00,-0.288,-0.28,-13.4,-13
1.3978e+00,-0.288,-0.304,-13.4,-13.6
1.4055e+00,-0.288,-0.28,-13.4,-13.2
1.4132e+00,-0.288,-0.304,-13.4,-13.6
1.4209e+00,-0.288,-0.28,-13.4,-13.2
1.4286e+00,-0.288,-0.304,-13.4,-13.6
1.4363e+00,-0.288,-0.272,-13.4,-13.2
1.4439e+00,-0.288,-0.304,-13.4,-13.6
1.4516e+00,-0.288,-0.28,-13.4,-13.2
1.4593e+00,-0.288,-0.304,-13.4,-13.6
1.4670e+00,-0.288,-0.272,-13.4,-13.2
1.4747e+00,-0.288,-0.304,-13.4,-13.6
1.4823e+00,-0.288,-0.272,-13.4,-13.2
1.4900e+00,-0.288,-0.304,-13.4,-13.6
1.4977e+00,-0.288,-0.272,-13.4,-13.2
1.5054e+00,-0.288,-0.304,-13.4,-13.6
1.5131e+00,-0.288,-0.272,-13.4,-13.2
1.5207e+00,-0.288,-0.304,-13.4,-13.6
1.5284e+00,-0.288,-0.272,-13.4,-13.2
1.5361e+00,-0.288,-0.304,-13.4,-13.6
1.5438e+00,-0.288,-0.272,-13.4,-13.2
1.5515e+00,-0.288,-0.304,-13.4,-13.6
1.5591e+00,-0.288,-0.272,-13.4,-13.2
1.5668e+00,-0.288,-0.304,-13.4,-13.6
1.5745e+00,-0.288,-0.272,-13.4,-13.2
1.5822e+00,-0.288,-0.304,-13.4,-13.6
1.5899e+00,-0.288,-0.272,-13.4,-13.2
1.5975e+00,-0.288,-0.304,-13.4,-13.6
1.6052e+00,-0.288,-0.272,-13.4,-13.2
1.6129e+00,-0.288,-0.304,-13.4,-13.6
1.6206e+00,-0.288,-0.272,-13.4,-13.2
1.6283e+00,-0.288,-0.296,-13.4,-13.8
1.6359e+00,-0.288,-0.272,-13.4,-13.2
1.6436e+00,-0.288,-0.304,-13.4,-13.8
1.6513e+00,-0.288,-0.272,-13.4,-13.2
1.6590e+00,-0.288,-0.296,-13.4,-13.8
1.6667e+00,-0.288,-0.272,-13.4,-13.2
1.6743e+00,-0.288,-0.304,-13.4,-13.8
1.6820e+00,-0.288,-0.272,-13.4,-13.2
1.6897e+00,-0.288,-0.296,-13.4,-13.8
1.6974e+00,-0.288,-0.272,-13.6,-13.2
1.7051e+00,-0.288,-0.304,-13.6,-13.8
1.7127e+00,-0.288,-0.272,-13.6,-13.2
1.7204e+00,-0.288,-0.296,-13.6,-13.8
1.7281e+00,-0.288,-0.272,-13.6,-13.2
1.7358e+00,-0.288,-0.296,-13.6,-13.8
1.7435e+00,-0.288,-0.272,-13.6,-13.2
1.7512e+00,-0.288,-0.296,-13.6,-13.8
1.7588e+00,-0.288,-0.272,-13.6,-13.2
1.7665e+00,-0.288,-0.296,-13.6,-13.8
1.7742e+00,-0.288,-0.272,-13.6,-13.4
1.7819e+00,-0.288,-0.296,-13.6,-13.8
1.7896e+00,-0.288,-0.272,-13.6,-13.4
1.7972e+00,-0.288,-0.296,-13.6,-13.8
1.8049e+00,-0.288,-0.264,-13.6,-13.4
1.8126e+00,-0.288,-0.296,-13.6,-13.8
1.8203e+00,-0.28,-0.272,-13.6,-13.4
1.8280e+00,-0.28,-0.296,-13.6,-13.8
1.8356e+00,-0.28,-0.272,-13.6,-13.4
1.8433e+00,-0.28,-0.296,-13.6,-13.8
1.8510e+00,-0.28,-0.264,-13.6,-13.4
1.8587e+00,-0.28,-0.296,-13.6,-13.8
1.8664e+00,-0.28,-0.272,-13.6,-13.4
1.8740e+00,-0.28,-0.296,-13.6,-13.8
1.8817e+00,-0.28,-0.272,-13.6,-13.4
1.8894e+00,-0.28,-0.296,-13.6,-13.8
1.8971e+00,-0.28,-0.272,-13.6,-13.4
1.9048e+00,-0.28,-0.296,-13.6,-13.8
1.9124e+00,-0.28,-0.272,-13.6,-13.4
1.9201e+00,-0.28,-0.296,-13.6,-13.8
1.9278e+00,-0.28,-0.272,-13.6,-13.4
1.9355e+00,-0.28,-0.296,-13.6,-13.8
1.9432e+00,-0.28,-0.272,-13.6,-13.4
1.9508e+00,-0.28,-0.296,-13.6,-13.8
1.9585e+00,-0.28,-0.264,-13.6,-13.4
1.9662e+00,-0.28,-0.296,-13.6,-13.8
1.9739e+00,-0.28,-0.272,-13.6,-13.4
1.9816e+00,-0.28,-0.296,-13.6,-13.8
1.9892e+00,-0.28,-0.272,-13.6,-13.4
1.9969e+00,-0.28,-0.296,-13.6,-13.8
2.0046e+00,-0.28,-0.264,-13.6,-13.4
2.0123e+00,-0.28,-0.296,-13.6,-13.8
2.0200e+00,-0.28,-0.272,-13.6,-13.4
2.0276e+00,-0.28,-0.296,-13.6,-14
2.0353e+00,-0.28,-0.272,-13.6,-13.4
2.0430e+00,-0.28,-0.296,-13.6,-14
2.0507e+00,-0.28,-0.272,-13.6,-13.4
2.0584e+00,-0.28,-0.296,-13.6,-14
2.0661e+00,-0.28,-0.272,-13.6,-13.4
2.0737e+00,-0.28,-0.296,-13.6,-14
2.0814e+00,-0.28,-0.264,-13.8,-13.4
2.0891e+00,-0.28,-0.296,-13.8,-14
2.0968e+00,-0.28,-0.272,-13.8,-13.4
2.1045e+00,-0.28,-0.296,-13.8,-14
2.1121e+00,-0.28,-0.272,-13.8,-13.4
2.1198e+00,-0.28,-0.296,-13.8,-14
2.1275e+00,-0.28,-0.272,-13.8,-13.4
2.1352e+00,-0.28,-0.296,-13.8,-14
2.1429e+00,-0.28,-0.272,-13.8,-13.4
2.1505e+00,-0.28,-0.296,-13.8,-14
2.1582e+00,-0.28,-0.264,-13.8,-13.6
2.1659e+00,-0.28,-0.296,-13.8,-14
2.1736e+00,-0.28,-0.272,-13.8,-13.6
2.1813e+00,-0.28,-0.296,-13.8,-14
2.1889e+00,-0.28,-0.272,-13.8,-13.6
2.1966e+00,-0.28,-0.296,-13.8,-14
2.2043e+00,-0.28,-0.272,-13.8,-13.6
2.2120e+00,-0.28,-0.296,-13.8,-14
2.2197e+00,-0.28,-0.272,-13.8,-13.6
2.2273e+00,-0.28,-0.296,-13.8,-14
2.2350e+00,-0.28,-0.264,-13.8,-13.6
2.2427e+00,-0.28,-0.296,-13.8,-14
2.2504e+00,-0.28,-0.272,-13.8,-13.6
2.2581e+00,-0.28,-0.296,-13.8,-14
2.2657e+00,-0.28,-0.264,-13.8,-13.6
2.2734e+00,-0.28,-0.296,-13.8,-14
2.2811e+00,-0.28,-0.272,-13.8,-13.6
2.2888e+00,-0.28,-0.296,-13.8,-14
2.2965e+00,-0.28,-0.264,-13.8,-13.6
2.3041e+00,-0.28,-0.296,-13.8,-14
2.3118e+00,-0.28,-0.264,-13.8,-13.6
2.3195e+00,-0.28,-0.296,-13.8,-14
2.3272e+00,-0.28,-0.272,-13.8,-13.6
2.3349e+00,-0.28,-0.296,-13.8,-14
2.3425e+00,-0.28,-0.272,-13.8,-13.6
2.3502e+00,-0.28,-0.296,-13.8,-14
2.3579e+00,-0.28,-0.272,-13.8,-13.6
2.3656e+00,-0.28,-0.296,-13.8,-14
2.3733e+00,-0.28,-0.272,-13.8,-13.6
2.3810e+00,-0.28,-0.296,-13.8,-14
2.3886e+00,-0.28,-0.264,-13.8,-13.6
2.3963e+00,-0.28,-0.296,-13.8,-14
2.4040e+00,-0.28,-0.264,-13.8,-13.6
2.4117e+00,-0.28,-0.296,-13.8,-14.2
2.4194e+00,-0.28,-0.272,-13.8,-13.6
2.4270e+00,-0.28,-0.296,-13.8,-14.2
2.4347e+00,-0.28,-0.272,-13.8,-13.6
2.4424e+00,-0.28,-0.296,-13.8,-14.2
2.4501e+00,-0.28,-0.264,-13.8,-13.6
2.4578e+00,-0.28,-0.296,-13.8,-14.2
2.4654e+00,-0.28,-0.272,-13.8,-13.6
2.4731e+00,-0.28,-0.296,-13.8,-14.2
2.4808e+00,-0.28,-0.264,-14,-13.6
2.4885e+00,-0.28,-0.296,-14,-14.2
2.4962e+00,-0.28,-0.264,-14,-13.6
2.5038e+00,-0.28,-0.296,-14,-14.2
2.5115e+00,-0.28,-0.264,-14,-13.8
2.5192e+00,-0.28,-0.296,-14,-14.2
2.5269e+00,-0.28,-0.272,-14,-13.6
2.5346e+00,-0.28,-0.296,-14,-14.2
2.5422e+00,-0.28,-0.272,-14,-13.6
2.5499e+00,-0.28,-0.296,-14,-14.2
2.5576e+00,-0.28,-0.272,-14,-13.8
2.5653e+00,-0.28,-0.296,-14,-14.2
2.5730e+00,-0.28,-0.272,-14,-13.8
2.5806e+00,-0.28,-0.296,-14,-14.2
2.5883e+00,-0.28,-0.272,-14,-13.8
2.5960e+00,-0.28,-0.296,-14,-14.2
2.6037e+00,-0.28,-0.272,-14,-13.8
2.6114e+00,-0.28,-0.296,-14,-14.2
2.6190e+00,-0.28,-0.272,-14,-13.8
2.6267e+00,-0.28,-0.296,-14,-14.2
2.6344e+00,-0.28,-0.264,-14,-13.8
2.6421e+00,-0.28,-0.296,-14,-14.2
2.6498e+00,-0.28,-0.264,-14,-13.8
2.6575e+00,-0.28,-0.296,-14,-14.2
2.6651e+00,-0.28,-0.272,-14,-13.8
2.6728e+00,-0.28,-0.296,-14,-14.2
2.6805e+00,-0.28,-0.264,-14,-13.8
2.6882e+00,-0.28,-0.296,-14,-14.2
2.6959e+00,-0.28,-0.272,-14,-13.8
2.7035e+00,-0.28,-0.296,-14,-14.2
2.7112e+00,-0.28,-0.272,-14,-13.8
2.7189e+00,-0.28,-0.296,-14,-14.2
2.7266e+00,-0.28,-0.264,-14,-13.8
2.7343e+00,-0.28,-0.296,-14,-14.2
2.7419e+00,-0.28,-0.264,-14,-13.8
2.7496e+00,-0.28,-0.296,-14,-14.2
2.7573e+00,-0.28,-0.272,-14,-13.8
2.7650e+00,-0.28,-0.296,-14,-14.2
2.7727e+00,-0.28,-0.272,-14,-13.8
2.7803e+00,-0.28,-0.296,-14,-14.2
2.7880e+00,-0.28,-0.272,-14,-13.8
2.7957e+00,-0.28,-0.296,-14,-14.2
2.8034e+00,-0.28,-0.272,-14,-13.8
2.8111e+00,-0.28,-0.296,-14,-14.2
2.8187e+00,-0.28,-0.272,-14,-13.8
2.8264e+00,-0.28,-0.296,-14,-14.4
2.8341e+00,-0.28,-0.272,-14,-13.8
2.8418e+00,-0.28,-0.296,-14,-14.4
2.8495e+00,-0.28,-0.272,-14,-13.8
2.8571e+00,-0.28,-0.296,-14,-14.4
2.8648e+00,-0.28,-0.272,-14,-13.8
2.8725e+00,-0.28,-0.296,-14,-14.4
2.8802e+00,-0.28,-0.264,-14.2,-13.8
2.8879e+00,-0.28,-0.296,-14.2,-14.4
2.8955e+00,-0.28,-0.272,-14.2,-13.8
2.9032e+00,-0.28,-0.296,-14.2,-14.4
2.9109e+00,-0.28,-0.264,-14.2,-13.8
2.9186e+00,-0.28,-0.296,-14.2,-14.4
2.9263e+00,-0.28,-0.272,-14.2,-13.8
2.9339e+00,-0.28,-0.296,-14.2,-14.4
2.9416e+00,-0.28,-0.272,-14.2,-14
2.9493e+00,-0.28,-0.296,-14.2,-14.4
2.9570e+00,-0.28,-0.272,-14.2,-14
2.9647e+00,-0.28,-0.296,-14.2,-14.4
2.9724e+00,-0.28,-0.264,-14.2,-14
2.9800e+00,-0.28,-0.296,-14.2,-14.4
2.9877e+00,-0.28,-0.272,-14.2,-14
2.9954e+00,-0.28,-0.304,-14.2,-14.4
3.0031e+00,-0.28,-0.272,-14.2,-14
3.0108e+00,-0.28,-0.296,-14.2,-14.4
3.0184e+00,-0.28,-0.272,-14.2,-14
3.0261e+00,-0.28,-0.296,-14.2,-14.4
3.0338e+00,-0.28,-0.272,-14.2,-14
3.0415e+00,-0.28,-0.296,-14.2,-14.4
3.0492e+00,-0.28,-0.272,-14.2,-14
3.0568e+00,-0.28,-0.296,-14.2,-14.4
3.0645e+00,-0.28,-0.272,-14.2,-14
3.0722e+00,-0.28,-0.296,-14.2,-14.4
3.0799e+00,-0.28,-0.272,-14.2,-14
3.0876e+00,-0.28,-0.296,-14.2,-14.4
3.0952e+00,-0.28,-0.272,-14.2,-14
3.1029e+00,-0.28,-0.296,-14.2,-14.4
3.1106e+00,-0.28,-0.272,-14.2,-14
3.1183e+00,-0.28,-0.296,-14.2,-14.4
3.1260e+00,-0.28,-0.272,-14.2,-14
3.1336e+00,-0.28,-0.296,-14.2,-14.4
3.1413e+00,-0.28,-0.272,-14.2,-14
3.1490e+00,-0.28,-0.296,-14.2,-14.4
3.1567e+00,-0.28,-0.272,-14.2,-14
3.1644e+00,-0.28,-0.296,-14.2,-14.4
3.1720e+00,-0.28,-0.272,-14.2,-14
3.1797e+00,-0.28,-0.296,-14.2,-14.4
3.1874e+00,-0.28,-0.272,-14.2,-14
3.1951e+00,-0.28,-0.296,-14.2,-14.4
3.2028e+00,-0.28,-0.272,-14.2,-14
3.2104e+00,-0.28,-0.296,-14.2,-14.4
3.2181e+00,-0.28,-0.272,-14.2,-14
3.2258e+00,-0.28,-0.296,-14.2,-14.4
3.2335e+00,-0.28,-0.272,-14.2,-14
3.2412e+00,-0.28,-0.296,-14.2,-14.6
3.2488e+00,-0.28,-0.272,-14.2,-14
3.2565e+00,-0.28,-0.296,-14.2,-14.6
3.2642e+00,-0.28,-0.272,-14.4,-14
3.2719e+00,-0.28,-0.296,-14.4,-14.6
3.2796e+00,-0.28,-0.264,-14.4,-14
3.2873e+00,-0.28,-0.296,-14.4,-14.6
3.2949e+00,-0.28,-0.272,-14.4,-14
3.3026e+00,-0.28,-0.296,-14.4,-14.6
3.3103e+00,-0.28,-0.272,-14.4,-14
3.3180e+00,-0.28,-0.296,-14.4,-14.6
3.3257e+00,-0.28,-0.272,-14.4,-14
3.3333e+00,-0.28,-0.296,-14.4,-14.6
3.3410e+00,-0.28,-0.272,-14.4,-14
3.3487e+00,-0.28,-0.296,-14.4,-14.6
3.3564e+00,-0.28,-0.272,-14.4,-14
3.3641e+00,-0.28,-0.304,-14.4,-14.6
3.3717e+00,-0.288,-0.272,-14.4,-14.2
3.3794e+00,-0.288,-0.296,-14.4,-14.6
3.3871e+00,-0.288,-0.272,-14.4,-14.2
3.3948e+00,-0.288,-0.296,-14.4,-14.6
3.4025e+00,-0.288,-0.272,-14.4,-14.2
3.4101e+00,-0.288,-0.296,-14.4,-14.6
3.4178e+00,-0.288,-0.272,-14.4,-14.2
3.4255e+00,-0.288,-0.296,-14.4,-14.6
3.4332e+00,-0.288,-0.272,-14.4,-14.2
3.4409e+00,-0.288,-0.296,-14.4,-14.6
3.4485e+00,-0.288,-0.272,-14.4,-14.2
3.4562e+00,-0.288,-0.296,-14.4,-14.6
3.4639e+00,-0.288,-0.272,-14.4,-14.2
3.4716e+00,-0.288,-0.296,-14.4,-14.6
3.4793e+00,-0.288,-0.272,-14.4,-14.2
3.4869e+00,-0.288,-0.304,-14.4,-14.6
3.4946e+00,-0.288,-0.272,-14.4,-14.2
3.5023e+00,-0.288,-0.304,-14.4,-14.6
3.5100e+00,-0.288,-0.272,-14.4,-14.2
3.5177e+00,-0.288,-0.304,-14.4,-14.6
3.5253e+00,-0.288,-0.272,-14.4,-14.2
3.5330e+00,-0.288,-0.296,-14.4,-14.6
3.5407e+00,-0.288,-0.272,-14.4,-14.2
3.5484e+00,-0.288,-0.296,-14.4,-14.6
3.5561e+00,-0.288,-0.272,-14.4,-14.2
3.5637e+00,-0.288,-0.296,-14.4,-14.6
3.5714e+00,-0.288,-0.272,-14.4,-14.2
3.5791e+00,-0.288,-0.296,-14.4,-14.6
3.5868e+00,-0.288,-0.272,-14.4,-14.2
3.5945e+00,-0.288,-0.304,-14.4,-14.8
3.6022e+00,-0.288,-0.272,-14.4,-14.2
3.6098e+00,-0.288,-0.304,-14.4,-14.8
3.6175e+00,-0.288,-0.272,-14.4,-14.2
